date,nk_name,nk_idx,amrita_type,amrita_start,amrita_offset_min,moon_lon_at_amrita,moon_speed_dph,nk_entry_lon,lon_frac,nk_duration_min,time_since_nk_entry_min,time_frac,sunrise_min,month_group
2025-03-30,Revati,26,Di,16:14,974,359.7666,0.6312,346.6667,0.9825,1268,1246,0.9826,384,2025-03
2025-03-31,Revati,0,Di,10:11,611,11.0802,0.6286,0.0000,0.8310,1270,1055,0.8307,383,2025-03
2025-04-01,Bharani,1,Di,10:41,641,26.3887,0.6197,13.3333,0.9792,1282,1255,0.9789,383,2025-04
2025-04-02,Krttika,3,Di,11:20,680,41.5080,0.6058,40.0000,0.1131,1333,149,0.1118,382,2025-04
2025-04-03,Rohini,4,Di,09:10,550,54.5815,0.5908,53.3333,0.0936,1369,127,0.0928,381,2025-04
2025-04-03,Rohini,3,Ra,02:39,159,50.7138,0.5955,40.0000,0.8035,1333,1068,0.8012,381,2025-04
2025-04-04,Mrgasira,4,Ra,00:33,33,63.5908,0.5797,53.3333,0.7693,1369,1050,0.7670,381,2025-04
2025-04-06,Punarvasu,7,Di,07:23,443,94.3268,0.5418,93.3333,0.0745,1493,110,0.0737,379,2025-04
2025-04-06,Punarvasu,6,Ra,03:21,201,92.1352,0.5443,80.0000,0.9101,1452,1319,0.9084,379,2025-04
2025-04-09,Magha,9,Di,08:42,522,132.6880,0.5079,120.0000,0.9516,1562,1486,0.9513,377,2025-04
2025-04-09,Magha,9,Ra,05:53,353,131.2557,0.5088,120.0000,0.8442,1562,1317,0.8431,377,2025-04
2025-04-12,Hasta,12,Di,10:18,618,169.4586,0.4940,160.0000,0.7094,1617,1147,0.7093,375,2025-04
2025-04-13,Chitra,13,Di,12:19,739,182.2904,0.4927,173.3333,0.6718,1623,1090,0.6716,375,2025-04
2025-04-14,Swati,14,Di,12:15,735,194.0830,0.4930,186.6667,0.5562,1623,903,0.5564,374,2025-04
2025-04-15,Vishakha,15,Di,14:49,889,207.2007,0.4949,200.0000,0.5401,1617,874,0.5405,373,2025-04
2025-04-16,Anuradha,16,Di,15:27,927,219.4291,0.4983,213.3333,0.4572,1605,735,0.4579,373,2025-04
2025-04-17,Jyeshtha,17,Ra,19:18,1158,233.3848,0.5045,226.6667,0.5039,1586,802,0.5057,372,2025-04
2025-04-18,Mula,18,Ra,23:32,1412,247.7465,0.5137,240.0000,0.5810,1560,910,0.5833,372,2025-04
2025-04-28,Bharani,1,Ra,18:46,1126,24.8397,0.6343,13.3333,0.8630,1259,1086,0.8626,366,2025-04
2025-04-29,Krttika,3,Ra,19:24,1164,40.3725,0.6252,40.0000,0.0279,1291,36,0.0279,366,2025-04
2025-04-30,Rohini,4,Di,17:12,1032,53.8723,0.6120,53.3333,0.0404,1323,53,0.0401,365,2025-04
2025-05-01,Mrgasira,4,Di,10:37,637,64.4254,0.5989,53.3333,0.8319,1323,1098,0.8299,365,2025-05
2025-05-03,Punarvasu,7,Di,15:12,912,94.7879,0.5552,93.3333,0.1091,1459,157,0.1076,364,2025-05
2025-05-04,Pushya,7,Di,11:28,688,105.8874,0.5397,93.3333,0.9416,1459,1373,0.9411,364,2025-05
2025-05-09,Hasta,12,Di,15:30,930,169.0661,0.4925,160.0000,0.6800,1623,1102,0.6790,362,2025-05
2025-05-10,Chitra,13,Ra,19:28,1168,182.8256,0.4920,173.3333,0.7119,1626,1158,0.7122,362,2025-05
2025-05-11,Krttika,14,Ra,19:24,1164,194.6135,0.4934,186.6667,0.5960,1622,968,0.5968,361,2025-05
2025-05-12,Vishakha,15,Ra,22:01,1321,207.7846,0.4966,200.0000,0.5838,1612,943,0.5850,361,2025-05
2025-05-13,Vishakha,16,Ra,22:42,1362,220.0901,0.5008,213.3333,0.5068,1598,812,0.5081,361,2025-05
2025-05-14,Krttika,16,Ra,02:37,157,222.0526,0.5015,213.3333,0.6539,1598,1047,0.6552,360,2025-05
2025-05-16,Mula,18,Di,06:57,417,248.5962,0.5139,240.0000,0.6447,1560,1008,0.6462,360,2025-05
2025-05-28,Mrgasira,4,Ra,18:43,1123,63.1277,0.6130,53.3333,0.7346,1298,951,0.7327,358,2025-05
2025-05-30,Punarvasu,7,Ra,23:07,1387,94.2569,0.5724,93.3333,0.0693,1418,97,0.0684,358,2025-05
2025-05-31,Pushya,7,Ra,18:54,1134,105.4224,0.5557,93.3333,0.9067,1418,1284,0.9055,358,2025-05
2025-06-01,Rohini,8,Di,14:11,851,115.9954,0.5404,106.6667,0.6997,1469,1023,0.6964,358,2025-06
2025-06-02,Magha,10,Ra,23:46,1426,133.7590,0.5179,133.3333,0.0319,1563,49,0.0313,358,2025-06
2025-06-04,Rohini,11,Ra,21:27,1287,156.9326,0.4984,146.6667,0.7699,1597,1227,0.7683,358,2025-06
2025-06-05,Hasta,11,Ra,00:52,52,158.6345,0.4975,146.6667,0.8976,1597,1432,0.8967,358,2025-06
2025-06-07,Chitra,13,Ra,02:42,162,183.2323,0.4918,173.3333,0.7424,1626,1207,0.7423,358,2025-06
2025-06-08,Mrgasira,14,Ra,05:18,318,196.3342,0.4938,186.6667,0.7251,1622,1177,0.7256,358,2025-06
2025-06-10,Anuradha,16,Di,06:02,362,220.6026,0.5033,213.3333,0.5452,1590,870,0.5472,359,2025-06
2025-06-11,Mrgasira,17,Di,10:01,601,234.7866,0.5108,226.6667,0.6090,1569,958,0.6106,359,2025-06
2025-06-12,Mula,18,Di,14:30,870,249.4487,0.5191,240.0000,0.7087,1546,1098,0.7102,359,2025-06
2025-06-13,PvAshadha,19,Di,17:33,1053,263.5959,0.5273,253.3333,0.7697,1524,1175,0.7710,359,2025-06
2025-06-14,UtAshadha,20,Di,16:45,1005,275.9100,0.5347,266.6667,0.6933,1501,1043,0.6949,359,2025-06
2025-06-19,PvBhadra,25,Di,14:07,847,341.2876,0.5836,333.3333,0.5966,1374,823,0.5990,360,2025-06
2025-06-21,Revati,0,Di,16:47,1007,11.4655,0.6071,0.0000,0.8599,1325,1141,0.8611,360,2025-06
2025-06-23,Krttika,2,Di,11:54,714,37.9028,0.6171,26.6667,0.8427,1298,1094,0.8428,361,2025-06
2025-06-25,Ardra,5,Di,11:18,678,67.0342,0.6082,66.6667,0.0276,1326,36,0.0271,361,2025-06
2025-06-27,Punarvasu,6,Di,07:12,432,93.2259,0.5823,80.0000,0.9919,1355,1344,0.9919,362,2025-06
2025-06-27,Punarvasu,6,Ra,02:54,174,90.7138,0.5854,80.0000,0.8035,1355,1086,0.8015,362,2025-06
2025-06-29,Ardra,9,Di,07:45,465,120.6341,0.5458,120.0000,0.0476,1486,70,0.0471,362,2025-06
2025-06-30,Magha,10,Di,07:33,453,133.4312,0.5292,133.3333,0.0073,1533,11,0.0072,363,2025-06
2025-06-30,Magha,9,Ra,04:26,266,131.7776,0.5313,120.0000,0.8833,1487,1311,0.8816,363,2025-06
2025-07-29,Ardra,11,Di,07:45,465,153.9939,0.5145,146.6667,0.5495,1552,848,0.5464,371,2025-07
2025-07-30,Magha,12,Di,07:33,453,166.1215,0.5047,160.0000,0.4591,1586,724,0.4565,371,2025-07
2025-07-30,Magha,12,Ra,04:26,266,164.5463,0.5058,160.0000,0.3410,1586,537,0.3386,371,2025-07
2025-08-07,Anuradha,19,Di,13:27,807,266.3466,0.5392,253.3333,0.9760,1501,1466,0.9767,373,2025-08
2025-08-08,Jyeshtha,21,Di,17:32,1052,281.6812,0.5533,280.0000,0.1261,1435,183,0.1275,373,2025-08
2025-08-09,Punarvasu,22,Ra,22:05,1325,297.6630,0.5664,293.3333,0.3247,1409,460,0.3265,373,2025-08
2025-08-10,PvAshadha,22,Ra,13:15,795,306.2970,0.5724,293.3333,0.9723,1409,1370,0.9723,373,2025-08
2025-08-11,PvAshadha,23,Ra,00:35,35,312.8057,0.5765,306.6667,0.4604,1388,641,0.4618,373,2025-08
2025-08-12,UtAshadha,25,Ra,21:00,1260,338.6822,0.5878,333.3333,0.4012,1360,547,0.4022,373,2025-08
2025-08-13,Punarvasu,26,Ra,21:06,1266,352.8902,0.5911,346.6667,0.4668,1353,632,0.4671,374,2025-08
2025-08-14,Dhanishtha,0,Ra,23:53,1433,8.7475,0.5927,0.0000,0.6561,1350,886,0.6563,374,2025-08
2025-08-17,Revati,2,Ra,01:05,65,37.8854,0.5906,26.6667,0.8414,1353,1138,0.8411,374,2025-08
2025-08-19,Bharani,5,Ra,19:35,1175,76.7931,0.5772,66.6667,0.7595,1382,1048,0.7583,374,2025-08
2025-08-20,Krttika,6,Di,08:12,492,84.0522,0.5732,80.0000,0.3039,1399,423,0.3024,374,2025-08
2025-08-21,Rohini,7,Di,17:53,1073,103.1564,0.5603,93.3333,0.7367,1422,1045,0.7349,375,2025-08
2025-08-22,Mrgasira,8,Di,11:12,672,112.7985,0.5528,106.6667,0.4599,1448,662,0.4572,375,2025-08
2025-08-25,Pushya,11,Di,10:54,654,151.2501,0.5196,146.6667,0.3438,1544,527,0.3413,375,2025-08
2025-08-26,Ashlesha,12,Di,15:39,939,166.0255,0.5083,160.0000,0.4519,1575,708,0.4495,375,2025-08
2025-08-27,Pushya,13,Di,15:19,919,177.9680,0.5010,173.3333,0.3476,1599,553,0.3458,375,2025-08
2025-08-30,Hasta,16,Di,15:46,946,213.8903,0.4951,213.3333,0.0418,1610,68,0.0422,375,2025-08
2025-08-31,Pushya,17,Di,17:33,1053,226.7063,0.4999,226.6667,0.0030,1588,5,0.0031,375,2025-08
2025-09-01,Swati,17,Di,17:22,1042,238.6936,0.5076,226.6667,0.9020,1588,1434,0.9030,375,2025-09
2025-09-02,Vishakha,18,Ra,07:59,479,246.1538,0.5138,240.0000,0.4615,1556,723,0.4647,375,2025-09
2025-09-03,Ashlesha,19,Ra,20:46,1246,265.3887,0.5334,253.3333,0.9042,1517,1374,0.9057,375,2025-09
2025-09-07,PvAshadha,23,Di,08:49,529,312.4148,0.5854,306.6667,0.4311,1366,592,0.4334,376,2025-09
2025-09-08,UtAshadha,24,Di,08:13,493,326.2427,0.5965,320.0000,0.4682,1341,631,0.4705,376,2025-09
2025-09-08,UtAshadha,24,Ra,04:44,284,324.1681,0.5950,320.0000,0.3126,1341,422,0.3147,376,2025-09
2025-09-09,Shravana,25,Ra,04:56,296,338.6756,0.6036,333.3333,0.4007,1325,532,0.4015,376,2025-09
2025-09-12,PvBhadra,1,Di,06:19,379,23.2348,0.6046,13.3333,0.7426,1321,980,0.7419,376,2025-09
2025-09-16,Bharani,5,Ra,04:21,261,78.6131,0.5695,66.6667,0.8960,1394,1248,0.8953,376,2025-09
2025-09-17,Krttika,6,Ra,02:01,121,90.8533,0.5600,80.0000,0.8140,1420,1154,0.8127,376,2025-09
2025-09-18,Mrgasira,8,Ra,19:18,1158,113.6164,0.5426,106.6667,0.5212,1473,765,0.5193,376,2025-09
2025-09-19,Ardra,9,Di,16:53,1013,125.2397,0.5341,120.0000,0.3930,1500,586,0.3907,376,2025-09
2025-09-20,Punarvasu,10,Ra,23:12,1392,141.2679,0.5230,133.3333,0.5951,1527,905,0.5927,376,2025-09
2025-09-21,Pushya,11,Ra,18:45,1125,151.4313,0.5164,146.6667,0.3573,1552,552,0.3557,376,2025-09
2025-09-22,Ashlesha,12,Ra,23:21,1401,166.0787,0.5078,160.0000,0.4559,1576,716,0.4543,376,2025-09
2025-09-23,Hasta,12,Di,06:16,376,169.5852,0.5059,160.0000,0.7189,1576,1131,0.7176,376,2025-09
2025-09-24,Chitra,13,Di,07:53,473,182.4670,0.4999,173.3333,0.6850,1597,1092,0.6838,376,2025-09
2025-09-25,Swati,14,Di,07:37,457,194.2812,0.4958,186.6667,0.5711,1612,919,0.5701,376,2025-09
2025-09-26,Vishakha,15,Di,10:10,610,207.4103,0.4935,200.0000,0.5558,1620,900,0.5556,376,2025-09
2025-09-27,Anuradha,16,Di,11:07,667,219.7236,0.4940,213.3333,0.4793,1619,777,0.4799,376,2025-09
2025-09-28,Jyeshtha,17,Di,15:14,914,233.6579,0.4980,226.6667,0.5243,1607,845,0.5258,376,2025-09
2025-09-29,Mula,18,Ra,08:02,482,242.0571,0.5024,240.0000,0.1543,1583,246,0.1554,376,2025-09
2025-09-30,PvAshadha,19,Ra,23:33,1413,262.2000,0.5189,253.3333,0.6650,1549,1034,0.6675,376,2025-09
2025-10-04,Dhanishtha,23,Ra,23:24,1404,314.9164,0.5856,306.6667,0.6187,1372,854,0.6224,377,2025-10
2025-10-05,PvBhadra,24,Ra,22:05,1325,328.3787,0.6017,320.0000,0.6284,1335,843,0.6315,377,2025-10
2025-10-06,UtBhadra,24,Ra,00:14,14,329.6732,0.6031,320.0000,0.7255,1335,972,0.7281,377,2025-10
2025-10-07,Revati,25,Ra,01:14,74,344.9277,0.6170,333.3333,0.8696,1306,1137,0.8706,377,2025-10
2025-10-09,Bharani,1,Ra,19:51,1191,26.5339,0.6242,13.3333,0.9900,1278,1265,0.9898,377,2025-10
2025-10-10,Krttika,3,Ra,20:26,1226,41.7823,0.6151,40.0000,0.1337,1309,174,0.1329,377,2025-10
2025-10-12,Mrgasira,4,Di,11:16,676,65.2680,0.5927,53.3333,0.8951,1337,1195,0.8938,377,2025-10
2025-10-14,Punarvasu,7,Di,14:53,893,94.9902,0.5586,93.3333,0.1243,1446,178,0.1231,378,2025-10
2025-10-15,Pushya,7,Di,10:17,617,105.7188,0.5470,93.3333,0.9289,1446,1342,0.9281,378,2025-10
2025-10-16,Ashlesha,9,Di,14:39,879,121.0285,0.5324,120.0000,0.0771,1515,116,0.0766,378,2025-10
2025-10-17,Chitra,10,Di,14:00,840,133.3448,0.5225,133.3333,0.0009,1544,1,0.0006,378,2025-10
2025-10-20,Hasta,12,Di,13:30,810,169.9194,0.5026,160.0000,0.7440,1587,1179,0.7429,379,2025-10
2025-10-22,Swati,14,Di,14:41,881,194.4545,0.4957,186.6667,0.5841,1613,941,0.5834,379,2025-10
2025-10-23,Vishakha,15,Di,17:12,1032,207.5719,0.4939,200.0000,0.5679,1619,919,0.5676,379,2025-10
2025-10-24,Anuradha,16,Ra,18:02,1082,219.8295,0.4936,213.3333,0.4872,1620,790,0.4877,380,2025-10
2025-10-25,Jyeshtha,17,Ra,22:19,1339,233.8085,0.4954,226.6667,0.5356,1615,866,0.5362,380,2025-10
2025-10-26,Jyeshtha,17,Ra,03:12,192,236.2289,0.4960,226.6667,0.7172,1615,1159,0.7176,380,2025-10
2025-10-28,PvAshadha,19,Di,06:48,408,262.0896,0.5086,253.3333,0.6567,1578,1039,0.6584,381,2025-10
2025-10-29,UtAshadha,20,Di,06:32,392,274.2726,0.5190,266.6667,0.5704,1544,886,0.5738,381,2025-10
2025-10-29,UtAshadha,20,Ra,03:20,200,272.6153,0.5174,266.6667,0.4461,1545,694,0.4492,381,2025-10
2025-10-30,Shravana,21,Ra,03:52,232,285.4601,0.5308,280.0000,0.4095,1504,621,0.4129,381,2025-10
2025-11-13,Vishakha,10,Ra,21:38,1298,134.3705,0.5237,133.3333,0.0778,1542,119,0.0772,386,2025-11
2025-11-16,Vishakha,12,Ra,20:49,1249,170.6462,0.4993,160.0000,0.7985,1596,1273,0.7976,388,2025-11
2025-11-17,Chitra,13,Ra,22:17,1337,183.3152,0.4958,173.3333,0.7486,1611,1205,0.7480,388,2025-11
2025-11-18,Swati,14,Ra,21:52,1312,194.9888,0.4943,186.6667,0.6242,1618,1009,0.6236,388,2025-11
2025-11-19,Swati,14,Ra,00:21,21,196.2162,0.4942,186.6667,0.7162,1618,1158,0.7157,389,2025-11
2025-11-21,Anuradha,16,Ra,05:31,331,222.4914,0.4950,213.3333,0.6869,1617,1111,0.6871,390,2025-11
2025-11-23,Anuradha,18,Di,10:29,629,248.8244,0.5003,240.0000,0.6618,1601,1061,0.6627,391,2025-11
2025-11-24,PvAshadha,19,Di,14:11,851,262.7507,0.5058,253.3333,0.7063,1586,1122,0.7074,391,2025-11
2025-11-25,UtAshadha,20,Di,14:01,841,274.8777,0.5125,266.6667,0.6158,1564,966,0.6176,392,2025-11
2025-11-26,Anuradha,21,Di,10:55,655,285.6647,0.5204,280.0000,0.4249,1535,656,0.4274,393,2025-11
2025-11-27,Dhanishtha,22,Di,11:35,695,298.6376,0.5324,293.3333,0.3978,1499,601,0.4009,393,2025-11
2025-11-29,PvBhadra,24,Di,13:48,828,326.1493,0.5659,320.0000,0.4612,1413,657,0.4650,394,2025-11
2025-11-30,UtBhadra,25,Di,16:10,970,341.3342,0.5870,333.3333,0.6001,1368,826,0.6038,395,2025-11
2025-12-08,Punarvasu,7,Di,06:54,414,94.9359,0.5951,93.3333,0.1202,1361,161,0.1183,399,2025-12
2025-12-10,Hasta,9,Di,11:56,716,125.2758,0.5489,120.0000,0.3957,1462,572,0.3912,400,2025-12
2025-12-11,Magha,9,Ra,01:45,105,132.7907,0.5383,120.0000,0.9593,1462,1401,0.9583,401,2025-12
2025-12-11,UtAshadha,10,Di,13:11,791,138.9027,0.5303,133.3333,0.4177,1511,626,0.4143,401,2025-12
2025-12-12,Swati,11,Di,12:39,759,151.1833,0.5163,146.6667,0.3387,1555,522,0.3357,401,2025-12
2025-12-13,Jyeshtha,11,Ra,04:20,260,159.2248,0.5089,146.6667,0.9419,1555,1463,0.9408,402,2025-12
2025-12-13,Vishakha,12,Di,15:00,900,164.6328,0.5048,160.0000,0.3475,1588,549,0.3457,402,2025-12
2025-12-14,Hasta,12,Ra,05:42,342,172.0201,0.5002,160.0000,0.9015,1588,1431,0.9011,402,2025-12
2025-12-14,UtAshadha,13,Di,15:47,947,177.0520,0.4977,173.3333,0.2789,1610,447,0.2776,402,2025-12
2025-12-15,Chitra,13,Ra,05:14,314,183.7306,0.4953,173.3333,0.7798,1610,1254,0.7789,403,2025-12
2025-12-16,Mula,14,Ra,01:17,77,193.6402,0.4934,186.6667,0.5230,1621,847,0.5225,404,2025-12
2025-12-17,Vishakha,15,Di,07:40,460,208.6225,0.4934,200.0000,0.6467,1622,1049,0.6467,404,2025-12
2025-12-17,UtAshadha,15,Ra,05:11,311,207.3975,0.4933,200.0000,0.5548,1622,900,0.5549,404,2025-12
2025-12-18,Anuradha,16,Di,08:29,509,220.8881,0.4954,213.3333,0.5666,1615,916,0.5672,405,2025-12
2025-12-19,UtAshadha,17,Ra,02:17,137,229.7246,0.4976,226.6667,0.2293,1604,369,0.2300,405,2025-12
2025-12-20,Mula,18,Ra,17:53,1073,249.5505,0.5041,240.0000,0.7163,1590,1141,0.7176,406,2025-12
2025-12-21,PvAshadha,19,Ra,21:41,1301,263.6380,0.5097,253.3333,0.7729,1574,1218,0.7738,406,2025-12
2025-12-22,UtAshadha,20,Ra,21:38,1298,275.9087,0.5154,266.6667,0.6932,1556,1081,0.6947,407,2025-12
2025-12-23,Shravana,21,Ra,18:39,1119,286.7968,0.5212,280.0000,0.5098,1536,786,0.5117,407,2025-12
2025-12-24,Dhanishtha,22,Ra,19:26,1166,299.8094,0.5295,293.3333,0.4857,1511,737,0.4878,408,2025-12
2025-12-24,UtBhadra,22,Di,08:23,503,293.9821,0.5256,293.3333,0.0487,1511,74,0.0490,408,2025-12
2025-12-25,Revati,23,Di,09:43,583,307.4095,0.5352,306.6667,0.0557,1482,83,0.0560,408,2025-12
2025-12-26,PvBhadra,24,Ra,21:54,1314,327.0671,0.5527,320.0000,0.5300,1449,772,0.5328,408,2025-12
2025-12-27,UtBhadra,24,Ra,00:19,19,328.4037,0.5540,320.0000,0.6303,1449,917,0.6329,409,2025-12
2025-12-28,Revati,25,Ra,01:35,95,342.5794,0.5690,333.3333,0.6935,1414,984,0.6959,409,2025-12
2025-12-29,PvAshadha,0,Ra,19:42,1182,7.1051,0.5964,0.0000,0.5329,1343,720,0.5361,410,2025-12
2025-12-30,Ardra,1,Di,17:23,1043,20.1749,0.6094,13.3333,0.5131,1314,677,0.5152,410,2025-12
2025-12-31,Punarvasu,2,Ra,23:12,1392,38.5557,0.6228,26.6667,0.8917,1292,1153,0.8924,411,2025-12
2026-01-01,Pushya,3,Ra,18:20,1100,50.5159,0.6270,40.0000,0.7887,1278,1009,0.7895,411,2026-01
2026-01-02,Ashlesha,5,Ra,22:16,1336,68.0310,0.6255,66.6667,0.1023,1284,131,0.1020,411,2026-01
2026-01-03,Shravana,6,Ra,21:12,1272,82.2970,0.6173,80.0000,0.1723,1304,223,0.1710,412,2026-01
2026-01-06,Dhanishtha,9,Ra,19:25,1165,124.0517,0.5673,120.0000,0.3039,1419,426,0.3002,413,2026-01
2026-03-19,UtBhadra,25,Ra,23:39,1419,344.0352,0.5901,333.3333,0.8026,1364,1096,0.8035,392,2026-03
2026-03-20,PvBhadra,25,Ra,01:08,68,344.9107,0.5907,333.3333,0.8683,1364,1185,0.8688,391,2026-03
2026-03-21,UtBhadra,0,Ra,18:35,1115,9.6755,0.6026,0.0000,0.7257,1330,966,0.7263,390,2026-03
2026-03-21,UtBhadra,0,Di,11:43,703,5.5422,0.6014,0.0000,0.4157,1330,554,0.4165,390,2026-03
2026-03-28,UtBhadra,7,Di,09:48,588,103.8068,0.5663,93.3333,0.7855,1406,1103,0.7845,385,2026-03
2026-03-29,Ashlesha,8,Di,13:38,818,119.4333,0.5562,106.6667,0.9575,1428,1367,0.9573,385,2026-03
2026-04-02,Hasta,12,Di,09:58,598,169.3084,0.5240,160.0000,0.6981,1521,1059,0.6963,382,2026-04
2026-04-03,Chitra,13,Di,10:49,649,182.2317,0.5158,173.3333,0.6674,1546,1029,0.6656,381,2026-04
2026-04-05,Revati,15,Di,10:00,600,206.2443,0.5024,200.0000,0.4683,1592,743,0.4667,380,2026-04
2026-04-06,Anuradha,16,Di,13:10,790,219.8183,0.4971,213.3333,0.4864,1609,781,0.4854,379,2026-04
2026-04-07,Jyeshtha,17,Di,17:04,1024,233.6449,0.4945,226.6667,0.5234,1617,846,0.5232,379,2026-04
2026-04-08,Mula,18,Ra,22:20,1340,248.1237,0.4957,240.0000,0.6093,1615,985,0.6099,378,2026-04
2026-04-09,PvAshadha,18,Ra,02:28,148,250.1735,0.4963,240.0000,0.7630,1614,1233,0.7639,377,2026-04
2026-04-10,PvAshadha,19,Ra,02:46,166,262.2854,0.5014,253.3333,0.6714,1599,1076,0.6729,377,2026-04
2026-04-11,UtAshadha,20,Ra,00:08,8,273.0691,0.5088,266.6667,0.4802,1572,759,0.4828,376,2026-04
2026-04-12,Shravana,21,Ra,01:21,81,286.0391,0.5210,280.0000,0.4529,1534,700,0.4563,375,2026-04
2026-04-13,UtBhadra,22,Ra,05:03,303,300.6918,0.5382,293.3333,0.5519,1490,828,0.5557,375,2026-04
2026-04-14,Ashwini,23,Ra,04:27,267,313.4729,0.5552,306.6667,0.5105,1442,742,0.5146,374,2026-04
2026-04-18,Ashwini,0,Ra,04:28,268,10.0778,0.6177,0.0000,0.7558,1300,984,0.7569,372,2026-04
2026-04-19,Bharani,1,Ra,05:10,310,25.4077,0.6227,13.3333,0.9056,1288,1166,0.9053,371,2026-04
2026-04-22,Revati,5,Di,17:08,1028,76.9646,0.5958,66.6667,0.7723,1334,1028,0.7706,370,2026-04
2026-04-23,Revati,7,Ra,22:46,1366,94.3703,0.5782,93.3333,0.0778,1397,107,0.0766,369,2026-04
2026-04-24,Ashwini,7,Di,17:54,1074,105.3298,0.5669,93.3333,0.8997,1397,1255,0.8984,368,2026-04
2026-04-25,Ashlesha,9,Ra,21:24,1284,120.7184,0.5521,120.0000,0.0539,1462,78,0.0534,368,2026-04
2026-04-27,Rohini,10,Di,15:24,924,143.5075,0.5336,133.3333,0.7631,1491,1136,0.7619,367,2026-04
2026-04-29,Hasta,12,Di,17:21,1041,169.7459,0.5176,160.0000,0.7309,1540,1124,0.7299,366,2026-04
2026-04-30,Chitra,13,Ra,18:08,1088,182.4978,0.5114,173.3333,0.6873,1561,1071,0.6861,366,2026-04
2026-05-01,Swati,14,Di,17:14,1034,194.2528,0.5063,186.6667,0.5690,1579,896,0.5674,365,2026-05
2026-05-02,Vishakha,15,Ra,19:18,1158,207.3853,0.5013,200.0000,0.5539,1595,881,0.5524,365,2026-05
2026-05-03,Anuradha,16,Ra,19:56,1196,219.6868,0.4975,213.3333,0.4765,1608,765,0.4757,364,2026-05
2026-05-04,Anuradha,16,Ra,00:14,14,221.8251,0.4969,213.3333,0.6369,1608,1023,0.6362,364,2026-05
